"TIME","GEO","UNIT","SECTOR","COFOG99","NA_ITEM","Value","Flag and Footnotes"
"2016","Austria","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","8.0",""
"2016","Austria","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","21.6",""
"2016","Poland","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure",":",""
"2016","Poland","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure",":",""
"2016","Portugal","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure",":",""
"2016","Portugal","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure",":",""
"2016","Romania","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure",":",""
"2016","Romania","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure",":",""
"2016","Slovenia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure",":",""
"2016","Slovenia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure",":",""
"2016","Slovakia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure",":",""
"2016","Slovakia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure",":",""
"2016","Finland","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure",":",""
"2016","Finland","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure",":",""
"2016","Sweden","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.9",""
"2016","Sweden","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","20.6",""
"2016","United Kingdom","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure",":",""
